Id,SalePrice
1615,88363.74
1616,75934.82
1617,88003.74
1618,130054.266
1619,134531.58
1620,144834.27
1621,135834.25
1622,142339.45
1623,299138.4
1624,209997.83
1625,122001.22
1626,163749.64
1627,187315.3
1628,251490.14
1629,176670.72
1630,389557.44
1631,212550.19
1632,245791.02
1633,172860.83
1634,180858.27
1635,176552.17
1636,155127.1
1637,187434.36
1638,207740.14
1639,173577.42
1640,247080.9
1641,176279.88
1642,219042.25
1643,220034.14
1644,228524.89
1645,177234.8
1646,148913.89
1647,149674.14
1648,124885.07
1649,139467.28
1650,125235.67
1651,128196.53
1652,93600.99
1653,96664.31
1654,151353.5
1655,146814.36
1656,150117.27
1657,154939.27
1658,148683.22
1659,134151.9
1660,151389.98
1661,477220.1
1662,397161.7
1663,386094.66
1664,476566.53
1665,323241.7
1666,328602.62
1667,371163.84
1668,333356.97
1669,300417.53
1670,359426.78
1671,272440.7
1672,537111.2
1673,292225.03
1674,239627.78
1675,190077.22
1676,191496.28
1677,218637.45
1678,517457.56
1679,394818.34
1680,335107.84
1681,272850.5
1682,303916.44
1683,179598.02
1684,169569.05
1685,165281.64
1686,165618.64
1687,168582.62
1688,186841.89
1689,189139.08
1690,186387.12
1691,172388.44
1692,262873.4
1693,168138.33
1694,180912.28
1695,168734.81
1696,268959.7
1697,170517.94
1698,377479.2
1699,337263.84
1700,242112.22
1701,245520.67
1702,261037.9
1703,249188.0
1704,302992.97
1705,221641.64
1706,471221.2
1707,218126.17
1708,211264.38
1709,272276.0
1710,221243.86
1711,253158.78
1712,240587.75
1713,282126.9
1714,222825.78
1715,206670.55
1716,187427.25
1717,181198.78
1718,142970.5
1719,205882.61
1720,249504.92
1721,174000.64
1722,122994.39
1723,161923.47
1724,208191.2
1725,236729.38
1726,189145.5
1727,167343.12
1728,184368.6
1729,157469.52
1730,168253.14
1731,122052.82
1732,126959.5
1733,118516.41
1734,129820.8
1735,129803.664
1736,117204.734
1737,381678.66
1738,208738.66
1739,299699.84
1740,222813.78
1741,196155.55
1742,169829.83
1743,176221.92
1744,322541.34
1745,241926.66
1746,235027.38
1747,200149.7
1748,219690.61
1749,148006.23
1750,141625.4
1751,220417.73
1752,118872.305
1753,133135.39
1754,201195.36
1755,164514.77
1756,128843.41
1757,121248.97
1758,135139.52
1759,176154.84
1760,162649.42
1761,156639.31
1762,177567.38
1763,166880.28
1764,117300.14
1765,165753.61
1766,161857.67
1767,204523.73
1768,144972.77
1769,174301.52
1770,139778.86
1771,127429.56
1772,138446.33
1773,137829.27
1774,105262.93
1775,133582.0
1776,119102.7
1777,112225.07
1778,132959.39
1779,118117.53
1780,176608.97
1781,130030.945
1782,89435.64
1783,135467.77
1784,97583.17
1785,124660.3
1786,132085.61
1787,164600.23
1788,47178.21
1789,92038.36
1790,79831.78
1791,184078.4
1792,161914.81
1793,132174.19
1794,153504.88
1795,142146.16
1796,120699.49
1797,120126.234
1798,124140.164
1799,115799.1
1800,123799.08
1801,131579.88
1802,143866.72
1803,144500.39
1804,145786.44
1805,136875.27
1806,112383.25
1807,134976.06
1808,120829.16
1809,114525.43
1810,149824.42
1811,96322.82
1812,106743.96
1813,126132.28
1814,87374.08
1815,48204.88
1816,95492.5
1817,96026.484
1818,139202.05
1819,116899.58
1820,49685.695
1821,107556.64
1822,139596.77
1823,38884.863
1824,150091.6
1825,139192.33
1826,100334.53
1827,107139.4
1828,144065.0
1829,109731.86
1830,135422.08
1831,155255.12
1832,93845.734
1833,131601.88
1834,120585.6
1835,141620.1
1836,134460.2
1837,91105.96
1838,125789.69
1839,91366.734
1840,152744.56
1841,140680.66
1842,75393.914
1843,144222.9
1844,134306.72
1845,134635.02
1846,156132.75
1847,152804.5
1848,53724.47
1849,110152.945
1850,115965.68
1851,164307.58
1852,124325.836
1853,132070.86
1854,175208.42
1855,154184.62
1856,219555.86
1857,154209.12
1858,131538.94
1859,120346.65
1860,143910.61
1861,119770.195
1862,298138.7
1863,291922.44
1864,291922.44
1865,337400.88
1866,325683.7
1867,239053.92
1868,295570.38
1869,206739.77
1870,263311.2
1871,245618.36
1872,169004.64
1873,240925.03
1874,144606.58
1875,207036.83
1876,195283.36
1877,212254.11
1878,209987.4
1879,137824.64
1880,137893.03
1881,251805.28
1882,240502.67
1883,200602.56
1884,207658.12
1885,246994.72
1886,306934.72
1887,207006.39
1888,278255.0
1889,161638.94
1890,133319.92
1891,141989.56
1892,111029.305
1893,131156.83
1894,132885.84
1895,139577.92
1896,129201.48
1897,115516.82
1898,108226.74
1899,140672.55
1900,141939.4
1901,191417.48
1902,142502.08
1903,218889.86
1904,138491.7
1905,192776.84
1906,170612.88
1907,194656.02
1908,114281.086
1909,140653.45
1910,124992.37
1911,202617.66
1912,322076.78
1913,131015.42
1914,62969.023
1915,332735.1
1916,60517.645
1917,245877.33
1918,145363.06
1919,168956.7
1920,151511.67
1921,438881.44
1922,328852.7
1923,244590.47
1924,233072.8
1925,231485.86
1926,411627.28
1927,141158.69
1928,155641.2
1929,124417.2
1930,136744.38
1931,147762.58
1932,137115.02
1933,181765.2
1934,180456.9
1935,172931.28
1936,182587.27
1937,187380.02
1938,165549.75
1939,242300.2
1940,195806.62
1941,175124.92
1942,183069.58
1943,194801.86
1944,340678.56
1945,395407.9
1946,162675.6
1947,341690.97
1948,177892.05
1949,235446.45
1950,172155.25
1951,256337.64
1952,218621.47
1953,162871.92
1954,191431.77
1955,127465.11
1956,325219.78
1957,145929.47
1958,307073.53
1959,133249.61
1960,113478.36
1961,117279.96
1962,97753.46
1963,108482.766
1964,107488.016
1965,142867.88
1966,142663.94
1967,295141.84
1968,426681.2
1969,427592.12
1970,486778.5
1971,455795.28
1972,385553.53
1973,249303.7
1974,312154.2
1975,482905.22
1976,286273.75
1977,340386.34
1978,369177.12
1979,340522.9
1980,193286.02
1981,319921.75
1982,222295.89
1983,200632.39
1984,167499.97
1985,227562.19
1986,230057.53
1987,178005.81
1988,175290.12
1989,194581.61
1990,216426.27
1991,232251.12
1992,213718.03
1993,168071.31
1994,238107.48
1995,185888.72
1996,220880.8
1997,310165.47
1998,346696.84
1999,244191.31
2000,303093.6
2001,258702.23
2002,227173.08
2003,243529.55
2004,269052.2
2005,233438.3
2006,227260.31
2007,236016.25
2008,215340.72
2009,188990.3
2010,192896.14
2011,141238.38
2012,178238.25
2013,178145.58
2014,185304.9
2015,205762.98
2016,193126.34
2017,210127.39
2018,120860.695
2019,137166.69
2020,108234.95
2021,112516.73
2022,190073.94
2023,138840.03
2024,237261.25
2025,388443.97
2026,168902.84
2027,154530.83
2028,163134.28
2029,170430.83
2030,279112.2
2031,245249.23
2032,284144.72
2033,278432.28
2034,162468.36
2035,211030.86
2036,177551.22
2037,181578.73
2038,327729.6
2039,230180.02
2040,394854.84
2041,293640.97
2042,205575.22
2043,162617.61
2044,181463.69
2045,216493.05
2046,134806.44
2047,148895.05
2048,137010.19
2049,142747.3
2050,181444.84
2051,107371.56
2052,134481.97
2053,153576.95
2054,80783.336
2055,141166.83
2056,136531.81
2057,118402.7
2058,238684.34
2059,132728.5
2060,167140.75
2061,171029.42
2062,134221.11
2063,110963.85
2064,145619.2
2065,129234.65
2066,157983.7
2067,123630.17
2068,111320.336
2069,86385.22
2070,111664.984
2071,87879.26
2072,130301.84
2073,139694.88
2074,184441.3
2075,152368.88
2076,120097.516
2077,152983.38
2078,131191.75
2079,132265.06
2080,114426.625
2081,122391.9
2082,126410.79
2083,139795.81
2084,106263.484
2085,128001.44
2086,130728.24
2087,122378.67
2088,96734.97
2089,73679.234
2090,126592.12
2091,119203.16
2092,126513.79
2093,126880.7
2094,114533.734
2095,156123.12
2096,74158.336
2097,92297.14
2098,145542.2
2099,65727.7
2100,92927.82
2101,113458.72
2102,129249.555
2103,102412.734
2104,118233.945
2105,125895.75
2106,61704.906
2107,230624.88
2108,121036.94
2109,115050.37
2110,136930.42
2111,164432.8
2112,143482.06
2113,120285.664
2114,117871.84
2115,169476.88
2116,126125.39
2117,155613.22
2118,119359.805
2119,110877.01
2120,111697.94
2121,120904.18
2122,117970.9
2123,83965.17
2124,172666.4
2125,113052.375
2126,154882.1
2127,144296.66
2128,125410.83
2129,100239.18
2130,147217.73
2131,133048.3
2132,115529.445
2133,115918.7
2134,117983.445
2135,100239.62
2136,64233.527
2137,121481.6
2138,142552.31
2139,155228.84
2140,144680.19
2141,141278.58
2142,126877.34
2143,139338.89
2144,106007.81
2145,138022.44
2146,164182.84
2147,150864.25
2148,135745.67
2149,148006.7
2150,231533.72
2151,121163.91
2152,162530.58
2153,160731.92
2154,111789.05
2155,134441.33
2156,238561.64
2157,228843.78
2158,248811.34
2159,205792.3
2160,167003.28
2161,242549.28
2162,436938.0
2163,338413.03
2164,249645.27
2165,183128.31
2166,149270.23
2167,218847.92
2168,213240.27
2169,194409.42
2170,215783.73
2171,147068.56
2172,142300.25
2173,173655.94
2174,223084.4
2175,282251.03
2176,329847.75
2177,237074.69
2178,210239.53
2179,142628.05
2180,241330.42
2181,191553.47
2182,222988.66
2183,186838.67
2184,140172.3
2185,131352.16
2186,143450.72
2187,151798.23
2188,151760.19
2189,230528.55
2190,94272.72
2191,91829.336
2192,94296.91
2193,98265.19
2194,106359.03
2195,107147.79
2196,115032.18
2197,115274.45
2198,151078.36
2199,181698.78
2200,141176.56
2201,141554.72
2202,187716.95
2203,150734.89
2204,199622.6
2205,104661.086
2206,136203.56
2207,237039.89
2208,240995.58
2209,218768.4
2210,118871.875
2211,113462.695
2212,104488.69
2213,110507.79
2214,134500.06
2215,101719.375
2216,133130.1
2217,79721.15
2218,75292.39
2219,70898.19
2220,75243.484
2221,333214.03
2222,253000.94
2223,287178.9
2224,210083.61
2225,122158.15
2226,189253.0
2227,185405.97
2228,275999.97
2229,238235.1
2230,165103.48
2231,214150.8
2232,176134.88
2233,174599.19
2234,250648.03
2235,209690.78
2236,296593.06
2237,360500.6
2238,207483.58
2239,126684.24
2240,159461.06
2241,144951.94
2242,134000.9
2243,132933.02
2244,100460.76
2245,99244.07
2246,146422.17
2247,110072.86
2248,125897.914
2249,120924.66
2250,137519.8
2251,130941.02
2252,175226.61
2253,154400.3
2254,178895.19
2255,193035.5
2256,179598.03
2257,203139.12
2258,170214.16
2259,174331.84
2260,160822.34
2261,189244.38
2262,205565.12
2263,341583.44
2264,454522.94
2265,174917.9
2266,318061.12
2267,379671.8
2268,398818.47
2269,148262.47
2270,181599.81
2271,218965.06
2272,188764.55
2273,165139.66
2274,170612.95
2275,155497.67
2276,166466.73
2277,190571.42
2278,148947.25
2279,127672.7
2280,123741.04
2281,175129.12
2282,186806.95
2283,100570.31
2284,109482.414
2285,142458.14
2286,125933.69
2287,304997.34
2288,285717.4
2289,427920.66
2290,484825.75
2291,298438.25
2292,451606.06
2293,493426.03
2294,467317.0
2295,461621.6
2296,277457.4
2297,311998.1
2298,323259.4
2299,422116.94
2300,330019.03
2301,251626.17
2302,230795.92
2303,235248.06
2304,238018.4
2305,185176.08
2306,184621.92
2307,192069.33
2308,213599.77
2309,301339.1
2310,213610.06
2311,189845.69
2312,178589.38
2313,174561.28
2314,174346.08
2315,177479.84
2316,184860.27
2317,194929.31
2318,187754.92
2319,175089.5
2320,183623.22
2321,241888.61
2322,167806.33
2323,186513.22
2324,173103.89
2325,202174.25
2326,169667.27
2327,210912.23
2328,228197.88
2329,181953.53
2330,178897.27
2331,359794.88
2332,430755.28
2333,304295.7
2334,257168.75
2335,239807.66
2336,331672.28
2337,211937.86
2338,284796.6
2339,212541.48
2340,414466.75
2341,230936.11
2342,233948.11
2343,226937.06
2344,246403.78
2345,235258.44
2346,226923.6
2347,202146.05
2348,240875.78
2349,167475.52
2350,294730.06
2351,253826.4
2352,254735.11
2353,248591.44
2354,138745.72
2355,164852.31
2356,154245.62
2357,188460.53
2358,198543.9
2359,131431.72
2360,117436.63
2361,143041.4
2362,283953.2
2363,133297.77
2364,162475.38
2365,221294.1
2366,183356.64
2367,213060.95
2368,201967.56
2369,213351.44
2370,171619.4
2371,173898.17
2372,202747.78
2373,267665.62
2374,310012.9
2375,266204.9
2376,276150.5
2377,388655.72
2378,140523.38
2379,183230.67
2380,139809.83
2381,158683.1
2382,192097.5
2383,205019.75
2384,238133.75
2385,158887.31
2386,140131.19
2387,138363.61
2388,108106.516
2389,128659.98
2390,133243.12
2391,140328.25
2392,114360.08
2393,154271.25
2394,145645.89
2395,217835.72
2396,139052.25
2397,200188.03
2398,129722.2
2399,48963.773
2400,59711.047
2401,118947.6
2402,138756.34
2403,123371.8
2404,144855.28
2405,155785.8
2406,143193.55
2407,123258.555
2408,135910.97
2409,121973.836
2410,177609.83
2411,120117.086
2412,159376.05
2413,127382.32
2414,152226.44
2415,120071.51
2416,130930.53
2417,127404.06
2418,124520.52
2419,120421.76
2420,123887.61
2421,147989.8
2422,109968.33
2423,116783.62
2424,154139.73
2425,227021.9
2426,123409.66
2427,133205.73
2428,176974.69
2429,122028.57
2430,127321.04
2431,109079.39
2432,141882.9
2433,141431.19
2434,138790.11
2435,154050.95
2436,105890.42
2437,111129.56
2438,125487.77
2439,100572.83
2440,118580.42
2441,105150.11
2442,92850.16
2443,126700.49
2444,132140.9
2445,77765.94
2446,118165.0
2447,200451.03
2448,138670.69
2449,107511.05
2450,142167.1
2451,127685.13
2452,205148.03
2453,99592.38
2454,134211.5
2455,112930.62
2456,140535.9
2457,127066.52
2458,120351.77
2459,114062.58
2460,133769.95
2461,126863.07
2462,144796.2
2463,116604.15
2464,176699.64
2465,132688.73
2466,107124.52
2467,126127.49
2468,70270.72
2469,69942.4
2470,167892.95
2471,199280.05
2472,150162.34
2473,112721.234
2474,78205.305
2475,208395.17
2476,111803.29
2477,129367.67
2478,159678.56
2479,108482.96
2480,150381.16
2481,111597.93
2482,130909.164
2483,111060.38
2484,123457.16
2485,132287.69
2486,164174.94
2487,173919.7
2488,155080.62
2489,154537.88
2490,157033.19
2491,86744.33
2492,175250.12
2493,151122.48
2494,169464.77
2495,88987.07
2496,243688.75
2497,147316.94
2498,107678.4
2499,95989.74
2500,123704.6
2501,140075.67
2502,150091.4
2503,85463.84
2504,189860.11
2505,228360.47
2506,260203.36
2507,301708.6
2508,259820.08
2509,217436.05
2510,221403.75
2511,185923.0
2512,211253.9
2513,215515.89
2514,250872.17
2515,153695.27
2516,170783.86
2517,141007.62
2518,154847.86
2519,218793.72
2520,208771.23
2521,189189.73
2522,216060.23
2523,129184.125
2524,131144.42
2525,149171.45
2526,138353.6
2527,105556.07
2528,127682.95
2529,138056.7
2530,124717.97
2531,247440.39
2532,226147.72
2533,195425.58
2534,224683.38
2535,300582.7
2536,239748.56
2537,226788.89
2538,179158.23
2539,188674.72
2540,181330.98
2541,186095.83
2542,163359.6
2543,136236.47
2544,132789.83
2545,134726.78
2546,133847.5
2547,142033.1
2548,150493.31
2549,160745.58
2550,558568.4
2551,141436.33
2552,134896.67
2553,78925.38
2554,116240.75
2555,119148.27
2556,102864.195
2557,121032.69
2558,154807.84
2559,136311.89
2560,140985.98
2561,139175.25
2562,138507.64
2563,155339.52
2564,183730.48
2565,134638.14
2566,174038.12
2567,129314.55
2568,195349.69
2569,211300.52
2570,118714.04
2571,175717.0
2572,163523.67
2573,224072.23
2574,271808.22
2575,129213.984
2576,124031.81
2577,156713.66
2578,92013.66
2579,72370.76
2580,120251.32
2581,128873.984
2582,118815.555
2583,264192.56
2584,163369.44
2585,182294.9
2586,193499.92
2587,192366.73
2588,156055.06
2589,148128.66
2590,225147.14
2591,221171.72
2592,240321.11
2593,257734.28
2594,182614.44
2595,199091.89
2596,331569.1
2597,173896.12
2598,293848.97
2599,299113.78
2600,163548.17
2601,139742.3
2602,81211.76
2603,93455.33
2604,89287.46
2605,77488.92
2606,142608.28
2607,177823.11
2608,212481.89
2609,165291.1
2610,110713.266
2611,126433.59
2612,149930.69
2613,128418.96
2614,125774.09
2615,146322.0
2616,142529.75
2617,176074.95
2618,175348.45
2619,191167.8
2620,189213.67
2621,180217.38
2622,188177.75
2623,230417.95
2624,271881.7
2625,329103.6
2626,164267.11
2627,174475.36
2628,434867.38
2629,473410.06
2630,366715.88
2631,471593.38
2632,427444.1
2633,327469.34
2634,383612.1
2635,149572.47
2636,184722.16
2637,173793.34
2638,260342.19
2639,190985.98
2640,150947.4
2641,99761.836
2642,200594.88
2643,100745.74
2644,131911.39
2645,103331.06
2646,90494.83
2647,97750.375
2648,144312.48
2649,137952.84
2650,137446.28
2651,148860.53
2652,444146.8
2653,234969.95
2654,257439.22
2655,415221.34
2656,340127.44
2657,351469.8
2658,270559.94
2659,315592.3
2660,336185.44
2661,321988.6
2662,369858.5
2663,275366.6
2664,291630.5
2665,306670.88
2666,284243.06
2667,160320.3
2668,186788.78
2669,174610.89
2670,286701.28
2671,190330.8
2672,185638.97
2673,214829.97
2674,205120.25
2675,166577.2
2676,186951.9
2677,200810.5
2678,247922.11
2679,270736.78
2680,262654.8
2681,421910.75
2682,340011.6
2683,527607.94
2684,310830.4
2685,358022.5
2686,254889.6
2687,337974.3
2688,221289.73
2689,213116.28
2690,478224.9
2691,184903.06
2692,131987.1
2693,194221.55
2694,124619.06
2695,188476.5
2696,183659.47
2697,188230.97
2698,195457.11
2699,172074.5
2700,164553.17
2701,154658.95
2702,106537.55
2703,126206.43
2704,147101.77
2705,120530.8
2706,118654.016
2707,123321.945
2708,137065.45
2709,117499.945
2710,124242.51
2711,305732.25
2712,412947.53
2713,167963.14
2714,150074.95
2715,169382.45
2716,151139.81
2717,192299.47
2718,219903.66
2719,147978.95
2720,160715.03
2721,140878.02
2722,152323.22
2723,149540.55
2724,129258.38
2725,131791.94
2726,152299.48
2727,190063.67
2728,158846.06
2729,154389.39
2730,145533.77
2731,123798.016
2732,123293.45
2733,165289.52
2734,150615.42
2735,132164.88
2736,154066.86
2737,124851.68
2738,129040.28
2739,156928.39
2740,133879.61
2741,137321.5
2742,145682.61
2743,151089.11
2744,155690.0
2745,145983.55
2746,136001.48
2747,155553.36
2748,130924.414
2749,132245.67
2750,136342.88
2751,131390.88
2752,238153.62
2753,153047.48
2754,221205.25
2755,129186.58
2756,107287.26
2757,65864.734
2758,82552.35
2759,153383.44
2760,130543.46
2761,155073.45
2762,142248.66
2763,193917.22
2764,149218.95
2765,290998.5
2766,143083.0
2767,93469.85
2768,123084.06
2769,133964.23
2770,153168.78
2771,120885.72
2772,119355.62
2773,134893.55
2774,143731.02
2775,128895.69
2776,130356.5
2777,141384.34
2778,111196.11
2779,116947.56
2780,112507.97
2781,97894.16
2782,101429.43
2783,99063.72
2784,130533.99
2785,130279.78
2786,78226.0
2787,121910.68
2788,76447.59
2789,181109.03
2790,96657.83
2791,114134.555
2792,64682.355
2793,188686.16
2794,116378.69
2795,116531.89
2796,112126.3
2797,189157.0
2798,117606.555
2799,112342.6
2800,56661.586
2801,113005.04
2802,133206.69
2803,149664.78
2804,135668.03
2805,99903.12
2806,78218.46
2807,160790.27
2808,157970.11
2809,148993.89
2810,140098.34
2811,158880.25
2812,147315.0
2813,111319.625
2814,122820.24
2815,109135.234
2816,260751.0
2817,138712.17
2818,137001.69
2819,156765.98
2820,136577.55
2821,111237.22
2822,195283.92
2823,274803.9
2824,193768.23
2825,152394.4
2826,133825.98
2827,138036.3
2828,226074.94
2829,193260.55
2830,232655.67
2831,184241.48
2832,232670.3
2833,287820.9
2834,209928.11
2835,209775.67
2836,187664.34
2837,157062.69
2838,141838.06
2839,179702.61
2840,193946.31
2841,206940.73
2842,218556.02
2843,151851.88
2844,157969.66
2845,122070.734
2846,212279.9
2847,192404.23
2848,217937.34
2849,209627.97
2850,265552.34
2851,238959.58
2852,218780.33
2853,232707.45
2854,142858.19
2855,202788.17
2856,205182.5
2857,185539.95
2858,206735.03
2859,117461.11
2860,125468.25
2861,141351.2
2862,197873.52
2863,126468.02
2864,238423.22
2865,141220.62
2866,140612.19
2867,100053.4
2868,104381.25
2869,125401.62
2870,136251.47
2871,97442.3
2872,51429.027
2873,102820.72
2874,134686.62
2875,111964.69
2876,152531.12
2877,145162.12
2878,176098.3
2879,145392.48
2880,92631.914
2881,151607.19
2882,172140.98
2883,176983.86
2884,186421.28
2885,210495.3
2886,214146.92
2887,99030.43
2888,125764.125
2889,58716.473
2890,85851.836
2891,120910.91
2892,58469.72
2893,98517.914
2894,53048.324
2895,306231.78
2896,294446.6
2897,213586.19
2898,155182.2
2899,217292.9
2900,154453.83
2901,209619.39
2902,186879.4
2903,335839.1
2904,322955.56
2905,106754.64
2906,211560.44
2907,113972.414
2908,130529.305
2909,143170.42
2910,77053.1
2911,80625.164
2912,143522.44
2913,86079.375
2914,77964.445
2915,81699.81
2916,82525.84
2917,164620.48
2918,116178.94
2919,212149.12
